id,quizId,type,question,options,correctAnswer,items,text,blanks,distractors,sentence,words,correctWordIndexes,image
q-1770259338309-17,quiz-1770259338309,ORDERING,Sắp xếp các câu sau để tạo thành một đoạn văn tả cây cối hợp lý:,,[],"[{""0"":""N"",""1"":""h"",""2"":""ữ"",""3"":""n"",""4"":""g"",""5"":"" "",""6"":""c"",""7"":""h"",""8"":""ù"",""9"":""m"",""10"":"" "",""11"":""q"",""12"":""u"",""13"":""ả"",""14"":"" "",""15"":""c"",""16"":""h"",""17"":""í"",""18"":""n"",""19"":"" "",""20"":""đ"",""21"":""ỏ"",""22"":"" "",""23"":""m"",""24"":""ọ"",""25"":""n"",""26"":""g"",""27"":"" "",""28"":""l"",""29"":""ấ"",""30"":""p"",""31"":"" "",""32"":""l"",""33"":""ó"",""34"":"" "",""35"":""t"",""36"":""r"",""37"":""o"",""38"":""n"",""39"":""g"",""40"":"" "",""41"":""v"",""42"":""ò"",""43"":""m"",""44"":"" "",""45"":""l"",""46"":""á"",""47"":"".""},{""0"":""G"",""1"":""ố"",""2"":""c"",""3"":"" "",""4"":""c"",""5"":""â"",""6"":""y"",""7"":"" "",""8"":""t"",""9"":""o"",""10"":"","",""11"":"" "",""12"":""r"",""13"":""ễ"",""14"":"" "",""15"":""n"",""16"":""ổ"",""17"":""i"",""18"":"" "",""19"":""l"",""20"":""ê"",""21"":""n"",""22"":"" "",""23"":""m"",""24"":""ặ"",""25"":""t"",""26"":"" "",""27"":""đ"",""28"":""ấ"",""29"":""t"",""30"":"" "",""31"":""n"",""32"":""h"",""33"":""ư"",""34"":"" "",""35"":""n"",""36"":""h"",""37"":""ữ"",""38"":""n"",""39"":""g"",""40"":"" "",""41"":""c"",""42"":""o"",""43"":""n"",""44"":"" "",""45"":""r"",""46"":""ắ"",""47"":""n"",""48"":"".""},{""0"":""T"",""1"":""r"",""2"":""o"",""3"":""n"",""4"":""g"",""5"":"" "",""6"":""v"",""7"":""ư"",""8"":""ờ"",""9"":""n"",""10"":"","",""11"":"" "",""12"":""c"",""13"":""â"",""14"":""y"",""15"":"" "",""16"":""v"",""17"":""ả"",""18"":""i"",""19"":"" "",""20"":""t"",""21"":""h"",""22"":""i"",""23"":""ề"",""24"":""u"",""25"":"" "",""26"":""đ"",""27"":""ã"",""28"":"" "",""29"":""t"",""30"":""r"",""31"":""ĩ"",""32"":""u"",""33"":"" "",""34"":""q"",""35"":""u"",""36"":""ả"",""37"":"".""},{""0"":""T"",""1"":""á"",""2"":""n"",""3"":"" "",""4"":""l"",""5"":""á"",""6"":"" "",""7"":""x"",""8"":""ò"",""9"":""e"",""10"":"" "",""11"":""r"",""12"":""ộ"",""13"":""n"",""14"":""g"",""15"":"" "",""16"":""c"",""17"":""h"",""18"":""e"",""19"":"" "",""20"":""m"",""21"":""á"",""22"":""t"",""23"":"" "",""24"":""c"",""25"":""ả"",""26"":"" "",""27"":""m"",""28"":""ộ"",""29"":""t"",""30"":"" "",""31"":""g"",""32"":""ó"",""33"":""c"",""34"":"" "",""35"":""v"",""36"":""ư"",""37"":""ờ"",""38"":""n"",""39"":"".""}]",,,,,,,
q-1770259338309-18,quiz-1770259338309,UNDERLINE,Gạch chân dưới vị ngữ trong câu thơ sau (chú ý biện pháp so sánh):,,[],"[""Trăng"",""tròn"",""như"",""cái"",""đĩa.""]",,,,,"[""Trăng"",""tròn"",""như"",""cái"",""đĩa.""]",[],
q-1770259338309-19,quiz-1770259338309,MCQ,Đọc câu thơ: <b>'Cây dừa sải tay bơi / Ngọn mùng tơi nhảy múa.' </b><i>(Trần Đăng Khoa)</i>. Vị ngữ trong các câu thơ trên có tác dụng gì?,A. Miêu tả màu sắc của cây cối|B. Nhân hóa cây cối có hoạt động giống như con người|C. Định nghĩa về các loài cây|D. So sánh cây cối với đồ vật,,,,,,,,,
q-manual-1771230053610,quiz-1770259338309,DRAG_DROP,Chọn từ thích hợp điền vào chỗ trống để hoàn thành các câu văn sau:,,,,"1. Tuần trước, lớp chúng em [đã] kêu gọi ủng hộ được nhiều quần áo, sách vở và gửi tặng cho các bạn học sinh vùng cao.
2. Tôi [đang] ngồi đọc sách trong nhà thì bạn Hoa đến rủ đi học nhóm.
3. Tôi [sẽ] cùng bố mẹ dọn vệ sinh khu phố vào cuối tuần này.","[""đã"",""đang"",""sẽ""]",[],,,,
q-1771988898232-0,quiz-1771988898231,MCQ,Mẫu số chung nhỏ nhất của hai phân số $\frac{1}{2}$ và $\frac{1}{3}$ là bao nhiêu? <i>(là mẫu số chung nhỏ nhất có thể chia hết cho hai mẫu số)</i>,A. 5|B. 6|C. 12|D. 4,B,,,,,,,,
q-1771988898232-1,quiz-1771988898231,MCQ,Điền dấu thích hợp vào chỗ chấm: $\frac{4}{7}$ ... $\frac{2}{7}$,A. >|B. <|C. =|D. Không so sánh được,A,,,,,,,,
q-1771988898232-2,quiz-1771988898231,TRUE_FALSE,Đúng hay Sai về so sánh phân số với 1?,,,"[{""statement"":""Phân số có tử số lớn hơn mẫu số thì phân số đó lớn hơn 1."",""isCorrect"":true},{""statement"":""Phân số có tử số bé hơn mẫu số thì phân số đó lớn hơn 1."",""isCorrect"":false}]",,,,,,,
q-1771988898232-3,quiz-1771988898231,SHORT_ANSWER,Tìm số thích hợp điền vào chỗ chấm: $\frac{2}{5}$ = \frac{...}{15}$,,6,,,,,,,,
q-1771988898232-4,quiz-1771988898231,MCQ,"Trong các phân số sau, phân số nào bé hơn 1?",A. $\frac{5}{4}$|B. $\frac{3}{3}$|C. $\frac{9}{8}$|D. $\frac{2}{5}$,D,,,,,,,,
q-1771988898232-5,quiz-1771988898231,MCQ,"Quy đồng mẫu số hai phân số $\frac{3}{4}$ và $\frac{2}{5}$, ta được hai phân số nào?",A. $\frac{15}{20}$ và $\frac{8}{20}$|B. $\frac{15}{20}$ và $\frac{2}{20}$|C. $\frac{3}{20}$ và $\frac{8}{20}$|D. $\frac{12}{20}$ và $\frac{10}{20}$,A,,,,,,,,
q-1771988898232-6,quiz-1771988898231,MATCHING,Nối hai phân số bằng nhau:,,,"[{""left"":""$\\frac{1}{2}$"",""right"":""$\\frac{5}{10}$""},{""left"":""$\\frac{3}{4}$"",""right"":""$\\frac{9}{12}$""},{""left"":""$\\frac{2}{3}$"",""right"":""$\\frac{8}{12}$""}]",,,,,,,
q-1771988898232-7,quiz-1771988898231,MCQ,So sánh hai phân số $\frac{5}{8}$ và $\frac{5}{9}$.,A. $\frac{5}{8}$ > \frac{5}{9}$|B. $\frac{5}{8}$ < \frac{5}{9}$|C. $\frac{5}{8}$ = \frac{5}{9}$|D. Không so sánh được,A,,,,,,,,
q-1771988898232-8,quiz-1771988898231,SHORT_ANSWER,Tìm mẫu số chung nhỏ nhất của $\frac{3}{8}$ và $\frac{5}{12}$. <i>(là mẫu số nhỏ nhất có thể chia hết cho hai mẫu số)</i>,,24,,,,,,,,
q-1771988898232-10,quiz-1771988898231,MCQ,Phân số nào dưới đây lớn nhất?,A. $\frac{1}{2}$|B. $\frac{1}{3}$|C. $\frac{3}{4}$|D. $\frac{1}{4}$,C,,,,,,,,
q-1771988898232-11,quiz-1771988898231,TRUE_FALSE,Kiểm tra tính đúng sai của các phép so sánh sau:,,,"[{""statement"":""$\\frac{2}{3}$ < \\frac{3}{4}$"",""isCorrect"":true},{""statement"":""$\\frac{7}{8}$ > 1$"",""isCorrect"":false}]",,,,,,,
q-1771988898232-12,quiz-1771988898231,CATEGORIZATION,Phân loại các phân số sau vào nhóm thích hợp.,,,"[{""id"":""i1"",""content"":""$\\frac{3}{4}$"",""categoryId"":""be_hon_1""},{""id"":""i2"",""content"":""$\\frac{9}{8}$"",""categoryId"":""lon_hon_1""},{""id"":""i3"",""content"":""$\\frac{5}{5}$"",""categoryId"":""bang_1""},{""id"":""i4"",""content"":""$\\frac{12}{11}$"",""categoryId"":""lon_hon_1""},{""id"":""i5"",""content"":""$\\frac{20}{21}$"",""categoryId"":""be_hon_1""},{""id"":""i6"",""content"":""$\\frac{100}{100}$"",""categoryId"":""bang_1""}]",,,"[{""id"":""be_hon_1"",""name"":""Bé hơn 1""},{""id"":""lon_hon_1"",""name"":""Lớn hơn 1""},{""id"":""bang_1"",""name"":""Bằng 1""}]",,,,
q-1771988898232-13,quiz-1771988898231,MULTIPLE_SELECT,Chọn tất cả các phân số lớn hơn $\frac{1}{2}$ trong các phân số dưới đây:,A. $\frac{2}{3}$|B. $\frac{1}{3}$|C. $\frac{3}{4}$|D. $\frac{2}{5}$,"[""A"",""C""]",,,,,,,,
q-1771988898232-14,quiz-1771988898231,MCQ,"Mẹ có một cái bánh. Mẹ cho Lan $\frac{1}{3}$ cái bánh, cho Hùng $\frac{2}{5}$ cái bánh. Hỏi ai được mẹ cho nhiều bánh hơn?",A. Lan|B. Hùng|C. Hai bạn bằng nhau|D. Không so sánh được,B,,,,,,,,
q-1771988898232-18,quiz-1771988898231,MCQ,Sắp xếp các phân số $\frac{1}{2}$ ; $\frac{3}{4}$ ; $\frac{5}{8}$ theo thứ tự từ bé đến lớn.,A. $\frac{1}{2}$ ; $\frac{5}{8}$ ; $\frac{3}{4}$|B. $\frac{1}{2}$ ; $\frac{3}{4}$ ; $\frac{5}{8}$|C. $\frac{5}{8}$ ; $\frac{1}{2}$ ; $\frac{3}{4}$|D. $\frac{3}{4}$ ; $\frac{5}{8}$ ; $\frac{1}{2}$,A,,,,,,,,
q-1771225368087-5,quiz-1771225368087,MCQ,Đáp án nào dưới đây có từ viết sai chính tả?,"xuất khẩu, xuất ăn|suôn sẻ, xương mù|rắn rỏi, chạm trổ|giặt giũ, giấu giếm",B,,,,,,,,
q-1771225368087-7,quiz-1771225368087,MCQ,"<b>Từ nào dưới đây có nghĩa giống với từ ""<i>chất phác</i>""?</b>",gánh vác|chuyên cần|giản dị|chân chất,D,,,,,,,,
q-1771225368087-12,quiz-1771225368087,DRAG_DROP,Chọn từ thích hợp điền vào chỗ trống để hoàn thành các câu văn sau:,,,,"1. Tuần trước, lớp chúng em [đã] kêu gọi ủng hộ được nhiều quần áo, sách vở và gửi tặng cho các bạn học sinh vùng cao.
2. Tôi [đang] ngồi đọc sách trong nhà thì bạn Hoa đến rủ đi học nhóm.
3. Tôi [sẽ] cùng bố mẹ dọn vệ sinh khu phố vào cuối tuần này.","[""đã"",""đang"",""sẽ""]","[""lạ"",""nắng""]",,,,
q-1771225368087-13,quiz-1771225368087,MCQ,"<b>Đáp án nào là chủ ngữ trong câu văn dưới đây? </b>
<i>""Hương thơm ngan ngát của hoa thiên lí bay xa trong đêm thâu.""</i>",Hương thơm|Hương thơm ngan ngát|Hương thơm ngan ngát của hoa thiên lí|Hoa thiên lí,C,,,,,,,,
q-1771225368087-17,quiz-1771225368087,MCQ,"<b>Đọc đoạn thơ dưới đây và cho biết khung cảnh thiên nhiên vào mùa xuân ở Cà Mau được miêu tả như thế nào?</b>
 <i>""Chân lội trong bùn tay vịn cành đước 
Tôi gặp mùa xuân ở đất Mũi Cà Mau 
Thuyền thấp thoáng trong màu xanh như chuốt
Nắng hồng phơi ong bay rợp trên đầu"" </i>","Vui tươi, tràn đầy sức sống|Kiêu sa, lộng lẫy|Hùng vĩ, hoành tráng|Hiện đại, phát triển",A,,,,,,,,
q-manual-1771228559406,quiz-1771225368087,MCQ,<b>Câu nào dưới đây phân tách đúng thành phần chủ ngữ và vị ngữ? </b>,"Hương thơm nồng nàn của những chùm hoa sữa/ làm đêm thu thêm mênh mang.|Bầu trời sau cơn mưa dường như/ trong xanh hơn, sạch như một tấm gương.|Tiếng cá quẫy/ làm xao động cả mặt sông lấp loáng ánh trăng vàng.|Ánh sáng/ ấm áp của những ngọn đèn đường chiếu sáng góc phố nhỏ.",C,,,,,,,,
q-manual-1771228763688,quiz-1771225368087,MCQ,"<b>Thành ngữ, tục ngữ nào có thể thay thế bộ phận in đậm trong câu văn sau: </b>
<i>""Dù bị đặt trong tình huống khó xử, cô Hoa vẫn có cách giải quyết <b>thỏa đáng cả về lí lẽ lẫn tình cảm</b>.""? </i>",Muôn hình vạn trạng|Một công đôi việc|Một lòng một dạ|Thấu tình đạt lý,D,,,,,,,,
q-manual-1771228887685,quiz-1771225368087,MCQ,"<b>Đọc đoạn văn sau và chọn đáp án đúng.
</b>
(1) Huế là vùng đất <b>nổi tiếng </b>với nhiều làn điệu truyền thống đặc sắc như nhã nhạc cung đình, hò mái nhì, mái đẩy..... (2) Người ta <b>thưởng thức</b> ca Huế trên dòng sông Hương thơ mộng. (3) Trong đêm trăng sáng, tiếng ca lúc thì <b>trữ tình</b>, sâu lắng, lúc lại <b>rộn rã</b>, vui tươi. (4) Dòng Hương Giang về đêm huyền ảo, nên thơ bởi ánh trăng vàng, ánh nến của những ngọn đèn hoa đăng và tiếng hát văng vẳng xa xa trên thuyền rồng.
(Theo Trà My)
",Đoạn văn trên có 1 câu giới thiệu.|Đoạn văn trên có 2 câu nêu hoạt động.|Đoạn văn trên có 1 câu sử dụng biện pháp so sánh.|Tất cả các từ in đậm trong đoạn văn trên là tính từ.,A,,,,,,,,
q-manual-1771229342455,quiz-1771225368087,MCQ,"<b>Giải câu đố sau: 
</b>""Tỉnh nào miền Trung nước ta 
Trường Sa quần đảo thiết tha tự hào 
Tháp Bà ghi dấu thuở nào 
Yến sào đặc sản mời chào ghé thăm?"" ",Đà Nẵng|Lâm Đồng|Khánh Hoà|Quảng Trị,C,,,,,,,,
q-manual-1771230331506,quiz-1771225368087,SHORT_ANSWER,"<b>Điền số thích hợp vào chỗ trống:</b>
   (1) Trên đồng ruộng, trong nhà máy, trên lớp học hay trong bệnh viện, ở đâu, ta cũng gặp những trí thức đang lao động quên mình. (2) Các kĩ sư nông nghiệp nghiên cứu giống lúa mới, kĩ thuật trồng trọt, chăn nuôi mới. (3) Các kĩ sư cơ khícùng công nhân sản xuất máy móc, ô tô. (4) Các thầy giáo, cô giáo dạy ta thành người có ích cho xã hội. (5) Các bác sĩ chữa bệnh cho dân.
<i>(Sưu tầm)</i>
<i>Câu chủ đề của đoạn văn trên là câu số:
</i>",,1,,,,,,,,
q-manual-1771230537985,quiz-1771225368087,DRAG_DROP,<b>Chọn từ thích hợp trong ngoặc đơn điền vào chỗ trống:</b>,,,,"1. Từ [chủ động] có nghĩa là “tự mình quyết định hành động, không bị chi phối bởi
2. Từ [chủ trì] có nghĩa là “điều hành và chịu trách nhiệm chính về công việc”.","[""chủ động"",""chủ trì""]","[""chủ quyền""]",,,,
q-manual-1771230686504,quiz-1771225368087,DRAG_DROP,<b>Điền dấu câu thích hợp để hoàn thành câu chuyện sau:</b>,,,,"Một người nọ có một con lừa và một con ngựa. Một hôm, có việc đi xa [,] ông ta cưỡi ngựa, còn bao nhiêu đồ đạc nặng thì chất hết lưng lừa[.] Dọc đường, lừa mệt quá liền khẩn khoản với ngựa:
Ngựa ơi, bạn có thể mang đỡ giúp tôi chút đồ được không[?]Tôi kiệt sức rồi!
Ngựa kiêu ngạo đáp:
- Thôi, việc ai người nấy lo, tôi không giúp bạn được.
Lúc sau, vì mang nặng quá, lừa gục xuống bên vệ đường. Người chủ thấy vậy chuyển hết đồ tử lưng lừa sang ngựa. Lúc này, ngựa mới than:
- Ôi, tôi mới dại dột làm sao[!]Tôi không muốn giúp lừa nên bây giờ phải mang nặng gấp đôi.
(Sưu tầm)
","["","",""."",""?"",""!""]","[""-""]",,,,
q-manual-1771231355290,quiz-1771225368087,SHORT_ANSWER,"<b>Điền số thích hợp vào chỗ trống:</b>
Từ các tiếng “<b>nguyện, toại, mãn, cầu</b>” có thể ghép được tất cả bao nhiêu từ?",,4,,,,,,,,
q-manual-1771231432380,quiz-1771225368087,SHORT_ANSWER,"<b>Điền từ thích hợp vào chỗ trống:
</b>Đôi bàn tay nhỏ
Viết dòng chữ xinh
Trang giấy trắng tinh
Điểm mười thắm đỏ.
<i>(Nguyễn Lâm Thắng)
</i>Từ nào trong đoạn thơ trên là động từ?",,viết,,,,,,,,
q-manual-1771231641694,quiz-1771225368087,MCQ,<b>Chọn từ thích hợp điền vào chỗ trống sau: Tiếng “<i>cảnh</i>” có thể ghép với tiếng … để tạo thành danh từ.</b>,phong|giác|tỉnh|cáo,A,,,,,,,,
q-manual-1771231734884,quiz-1771225368087,MATCHING,,,,"[{""left"":""hòa nhã"",""right"":""Cô Lan là người rất dịu dàng, nói năng [...] với mọi người.""},{""left"":""hòa quyện"",""right"":""Vị chua, cay, ngọt [...] với nhau tạo nên hương vị độc đáo của món ăn.""},{""left"":""hòa tấu"",""right"":""Tiết mục [...] của các nghệ sĩ rất xuất sắc.""}]",,,,,,,
q-manual-1771231816719,quiz-1771225368087,MATCHING,,,,"[{""left"":""Cha truyền con nối"",""right"":""Kế tục, nối tiếp nhau từ đời này sang đời khác""},{""left"":""Bình an vô sự"",""right"":""Yên ổn, không có trở ngại, khó khăn nào""},{""left"":""Ơn sâu nghĩa nặng"",""right"":""Ơn nghĩa sâu sắc, tình cảm đậm thắm""},{""left"":""Nghĩ trước nghĩ sau\t"",""right"":""Suy nghĩ đắn đo, kĩ lưỡng để cân nhắc việc gì đó""}]",,,,,,,
q-manual-1771231883511,quiz-1771225368087,CATEGORIZATION,"<b>Chọn đáp án sắp xếp các từ ngữ sau vào nhóm thích hợp.
</b>",,,"[{""id"":""item-1771231894552"",""content"":""lao công"",""categoryId"":""1""},{""id"":""item-1771231923646"",""content"":""y tá"",""categoryId"":""1""},{""id"":""item-1771231933431"",""content"":""thủ thư"",""categoryId"":""1""},{""id"":""item-1771231955061"",""content"":""kiến thiết"",""categoryId"":""2""},{""id"":""item-1771231981099"",""content"":""ghi chép"",""categoryId"":""2""},{""id"":""item-1771231982737"",""content"":""lao động"",""categoryId"":""2""},{""id"":""item-1771232003998"",""content"":""cần cù"",""categoryId"":""1771231852702""},{""id"":""item-1771232005296"",""content"":""hăng say"",""categoryId"":""1771231852702""},{""id"":""item-1771232006386"",""content"":""thanh khiết"",""categoryId"":""1771231852702""}]",,,"[{""id"":""1"",""name"":""Danh từ""},{""id"":""2"",""name"":""Động từ""},{""id"":""1771231852702"",""name"":""Tính từ""}]",,,,
q-manual-1771232162321,quiz-1771225368087,CATEGORIZATION,<b>Chọn đáp án sắp xếp các cặp từ sau vào nhóm thích hợp.</b>,,,"[{""id"":""1"",""content"":""thổ lộ - bộc bạch"",""categoryId"":""1""},{""id"":""2"",""content"":""khen ngợi - tuyên dương"",""categoryId"":""1""},{""id"":""1771232115852"",""content"":""thư thái - thanh thản"",""categoryId"":""1""},{""id"":""1771232126697"",""content"":""hưng thịnh - suy vong"",""categoryId"":""2""},{""id"":""1771232128538"",""content"":""phân tán - tập trung"",""categoryId"":""2""},{""id"":""1771232129381"",""content"":""đa số - thiểu số"",""categoryId"":""2""}]",,,"[{""id"":""1"",""name"":""Cặp từ có nghĩa giống nhau""},{""id"":""2"",""name"":""Cặp từ có nghĩa trái ngược nhau""}]",,,,
q-manual-1771232534509,quiz-1771225368087,SHORT_ANSWER,"<b>Chọn từ ngữ thích hợp điền vào chỗ trống sau:
</b>Hình như thu đã đến rồi
Lá vàng thổn thức bồi hồi rụng rơi
Tiếng nhạn trong vắt bầu trời
Và nằm học mới trong ngời mắt ai.
<i>(Theo Trà My)</i>
Trong đoạn thơ trên, sự vật được nhân hóa là ……",,lá vàng,,,,,,,,
q-manual-1771234233689,quiz-1771225368087,ORDERING,"<b>Sắp xếp các câu sau thành một đoạn văn hoàn chỉnh.
</b>",,[],"[""Mới hôm nào, cây gấc còn nhỏ xíu, xoè ra vài chiếc lá xanh non xinh xắn."",""Vậy mà chỉ hơn một tháng sau, ngọn gấc đã bỏ khắp giàn, xanh mơn mởn."",""Rồi sau đó, cây gấc bắt đầu trổ những bông hoa đầu tiên."",""Hoa gấc to bản, xoè ra năm cánh dày dặn."",""Thêm những bông hoa gấc, mái nhà xanh trước sân như được tô điểm thêm bằng hàng trăm ngọn đèn màu trắng ngà xinh xắn.""]",,,,,,,
q-manual-1771238140994,quiz-1771225368087,IMAGE_QUESTION,Câu văn nào sử dụng biện pháp so sánh và nhân hóa mô tả đúng hình ảnh dưới đây?,"Trong vườn, những quả sầu riêng bắt đầu chín, hương thơm ngạt ngào lan xa trong không gian.|Những quả sầu riêng bụ bẫm, tinh nghịch đung đưa trên cành như những con nhím lớn, mình chi chít gai nhọn.|Những người nông dân đi thu hoạch sầu riêng chín, đem ra chợ bán.|Những múi sầu riêng chín vàng, vị ngọt ngào như mật ong và béo ngậy như bơ sữa.",B,,,,[],,,,https://liveazotastoragept112025.azota.vn/exam_questions/m02_2026/d15/105478111/bbf060809e5349b7a12ad79c443bb0f8.png
q-manual-1771242464193,quiz-1771225368087,IMAGE_QUESTION,"Hình ảnh nào thích hợp để minh họa cho đoạn thơ dưới đây?
“Tiếng khèn vang vách núi xa
Rừng mơ bung nở trắng nhoà mắt ai
Tựa cụm mây trắng mượt mà
Xuân về, cỏ biếc trải dài núi xanh.""
(Theo Trà My)",A|B|C|D,C,,,,[],,,,https://res.cloudinary.com/dwv7hot9x/image/upload/v1771226713/cau_3_bjuqym.png
q-manual-1771242590463,quiz-1771225368087,IMAGE_QUESTION,Câu văn nào sử dụng biện pháp so sánh mô tả đúng hình ảnh dưới đây?,"Nhìn từ trên cao xuống, những thửa ruộng xanh biếc như những bậc thang bắc lên trời.|Trên những ruộng lúa xanh biếc, mấy cô bác nông dân chăm chỉ đi làm cỏ, bón phân.|Ruộng bậc thang là nét đặc trưng của thiên nhiên vùng Tây Bắc.|Cánh đồng lúa như một thâm vàng trải rộng đến tận chân trời.",A,,,,[],,,,https://res.cloudinary.com/dwv7hot9x/image/upload/v1771228159/CAU_5_stwap6.png
q-manual-1771242787730,quiz-1771225368087,IMAGE_QUESTION,Sắp xếp các tiếng sau thành câu văn hoàn chỉnh.,Chúng em tham dự kết nạp lễ Đội.|Chúng em tham dự lễ kết nạp Đội.|Chúng em tham dự Đội lễ kết nạp.|Chúng em kết nạp Đội tham dự.,B,,,,[],,,,https://liveazotastoragept112025.azota.vn/exam_questions/m02_2026/d15/105478111/0cfe150e749e3c2aa51bce243adea087.png
q-manual-1771243453524,quiz-1771225368087,DROPDOWN,Chọn từ ngữ thích hợp điền vào chỗ trống để hoàn thành đoạn văn miêu tả hình ảnh sau:,,,,"Mùa này, con sông quê em [1] , soi bóng những đám mây trắng [2] trôi. Nhờ phù sa bồi đắp, cây cối hai bên bờ sông [3], tràn đầy sức sống.","[{""id"":""1"",""options"":[""dữ dội"",""hiền hoà"",""cuồn cuộn""],""correctAnswer"":""hiền hoà""},{""id"":""2"",""options"":[""đen kịt"",""bồng bềnh"",""xám xịt""],""correctAnswer"":""bồng bềnh""},{""id"":""3"",""options"":[""xơ xác"",""xanh mướt"",""héo úa""],""correctAnswer"":""xanh mướt""}]",[],,,,https://res.cloudinary.com/dwv7hot9x/image/upload/v1771233023/cau_6_tj5gyd.png
q-manual-1771250767538,quiz-1771225368087,RIDDLE,Giải câu đố sau:,,đua,"[""Giữ nguyên cùng nghĩa với “thi\"""",""Thêm huyền là nói điều gì cho vui.""]",Từ giữ nguyên là từ gì?,,,,,,
q-manual-1771251011765,quiz-1771225368087,MATCHING,,,,"[{""left"":""Tiếng chim"",""right"":""vang ra không ngớt, vọng mãi lên trời cao xanh thẳm.""},{""left"":"" Những thân cây tràm"",""right"":"" vươn thẳng lên trời như những cây nến khổng lồ.""},{""left"":""Rừng khô"",""right"":""hiện lên uy nghi, tráng lệ trong ánh mặt trời vàng óng.""}]",,,,,,,
q-manual-1771251245761,quiz-1771225368087,WORD_SCRAMBLE,Sắp xếp các chữ sau thành từ chỉ phẩm chất của con người:,,rộng lượng,"[""N"",""L"",""G"",""G"",""Ư"",""R"",""Ộ"",""Ợ"",""N""]",,,,,,,
q-manual-1771251785757,quiz-1771225368087,ERROR_CORRECTION,"<b>Điền từ thích hợp vào chỗ trống:</b>
",,trải,,"Ngày đẹp lắm bạn ơi
Nắng vàng chải khắp nơi
Chim ca trong bóng lá
Ra sân ta cùng chơi.
(Theo Tập đọc 3, 1980)",,chải,,,,
q-1772176710142-0,quiz-1772176710142,MCQ,Hình thoi có bao nhiêu cạnh bằng nhau?,A. 2 cạnh|B. 3 cạnh|C. 4 cạnh|D. Không cạnh nào bằng nhau,C,,,,,,,,
q-1772176710142-1,quiz-1772176710142,TRUE_FALSE,Hãy đánh giá đúng/sai các phát biểu sau về hình thoi:,,,"[{""statement"":""Hình thoi có 4 cạnh bằng nhau"",""isCorrect"":true},{""statement"":""Hình thoi có hai đường chéo vuông góc"",""isCorrect"":true},{""statement"":""Hình thoi có các góc đối diện bằng nhau"",""isCorrect"":true},{""statement"":""Hình thoi có hai cạnh song song"",""isCorrect"":false}]",,,,,,,
q-1772176710142-2,quiz-1772176710142,MCQ,Hai đường chéo của hình thoi cắt nhau như thế nào?,A. Song song|B. Vuông góc|C. Chéo nhau|D. Không cắt nhau,B,,,,,,,,
q-1772176710142-8,quiz-1772176710142,MCQ,"Trong hình thoi ABCD, AB = 3cm thì CD bằng bao nhiêu?","3cm|6cm|1,5cm|9cm",A,,,,,,,,
q-1772176710142-9,quiz-1772176710142,MULTIPLE_SELECT,Những tính chất nào sau đây là của hình thoi? Chọn tất cả đáp án đúng,A. 4 cạnh bằng nhau|B. Hai đường chéo vuông góc|C. Hai đường chéo bằng nhau|D. Cắt nhau tại trung điểm,"[""A"",""B"",""D""]",,,,,,,,
q-1772176710142-12,quiz-1772176710142,MATCHING,,,,"[{""left"":""4 cạnh bằng nhau"",""right"":""Hình thoi""},{""left"":""Hai đường chéo vuông góc"",""right"":""Hình thoi""},{""left"":""Chỉ 2 cạnh bằng nhau"",""right"":""Hình bình hành""},{""left"":""Tất cả góc vuông"",""right"":""Hình chữ nhật""}]",,,,,,,
q-1772176710142-13,quiz-1772176710142,DROPDOWN,Chọn từ đúng để hoàn thành câu về hình thoi:,,,,Hình thoi có [1] cạnh bằng nhau. Hai đường chéo [2] nhau.,"[{""id"":""blank-1"",""options"":[""2"",""3"",""4"",""5""],""correctAnswer"":""4""},{""id"":""blank-2"",""options"":[""song song"",""vuông góc"",""chéo"",""gập""],""correctAnswer"":""vuông góc""}]",[],,,,
q-1772176710142-14,quiz-1772176710142,CATEGORIZATION,Phân loại các hình sau:,,,"[{""id"":""item1"",""content"":""4 cạnh bằng nhau, chéo vuông góc"",""categoryId"":""thoi""},{""id"":""item2"",""content"":""2 cạnh đối bằng nhau"",""categoryId"":""binh_hanh""},{""id"":""item3"",""content"":""Tất cả góc vuông"",""categoryId"":""chu_nhat""},{""id"":""item4"",""content"":""Chéo cắt trung điểm, cạnh bằng"",""categoryId"":""thoi""},{""id"":""item5"",""content"":""2 cặp cạnh song song"",""categoryId"":""binh_hanh""},{""id"":""item6"",""content"":""Chữ nhật có cạnh đối bằng"",""categoryId"":""chu_nhat""}]",,,"[{""id"":""thoi"",""name"":""Hình thoi""},{""id"":""binh_hanh"",""name"":""Hình bình hành""},{""id"":""chu_nhat"",""name"":""Hình chữ nhật""}]",,,,
q-1772176710142-17,quiz-1772176710142,MULTIPLE_SELECT,"Để nhận biết hình thoi, em cần kiểm tra những gì? Chọn tất cả đúng",A. Dùng êke kiểm tra chéo vuông góc|B. Dùng thước đo 4 cạnh bằng nhau|C. Kiểm tra góc đối bằng nhau|D. Chỉ cần 2 cạnh bằng,"[""A"",""B"",""C""]",,,,,,,,
q-1772176710142-18,quiz-1772176710142,IMAGE_QUESTION,"Quan sát các hình sau, hình nào là hình thoi?",Hình 1|Hình 2|Hình 3|Hình 4,A,,,,[],,,,https://res.cloudinary.com/dwv7hot9x/image/upload/v1772176972/ly-thuyet-hinh-thoi-224176_vqtlme.png
